City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
322,Fairbanks,US,12/24/2020 2:59,64.84,-147.72,17.6,85,90,2.24
323,Bay City,US,12/24/2020 2:59,43.59,-83.89,51.8,66,90,20.8
324,Goundi,TD,12/24/2020 2:59,9.36,17.37,69.26,25,18,4
325,Slupsk,PL,12/24/2020 2:59,54.46,17.03,37.98,93,100,9.31
326,Bealanana,MG,12/24/2020 2:59,-14.55,48.73,61.16,88,35,3.24
327,East Bethel,US,12/24/2020 2:59,45.32,-93.2,10,90,100,1.01
328,General Roca,AR,12/24/2020 2:59,-39.03,-67.58,82.4,26,0,5.82
329,Geraldton,AU,12/24/2020 2:59,-28.77,114.6,93.2,28,0,12.75
330,Durango,MX,12/24/2020 2:57,24.83,-104.83,53.8,38,100,6.67
331,Tual,ID,12/24/2020 2:59,-5.67,132.75,84.27,69,60,2.33
332,Ilulissat,GL,12/24/2020 2:59,69.22,-51.1,28.4,86,100,10.29
333,Puerto Madryn,AR,12/24/2020 2:59,-42.77,-65.04,63.68,58,17,5.41
334,Dunedin,NZ,12/24/2020 2:57,-45.87,170.5,57,85,60,17
335,Hailar,CN,12/24/2020 2:59,49.2,119.7,-2.15,89,73,4.92
336,Urubicha,BO,12/24/2020 2:59,-15.38,-62.95,72.64,99,100,2.48
337,Port-Gentil,GA,12/24/2020 2:59,-0.72,8.78,79.18,83,100,9.6
338,Tamasane,BW,12/24/2020 3:00,-22.42,27.4,74.48,75,88,3.53
339,Shenjiamen,CN,12/24/2020 3:00,29.96,122.3,52.07,79,53,19.75
340,Myitkyina,MM,12/24/2020 3:00,25.38,97.4,67.78,54,0,2.01
341,Ternate,ID,12/24/2020 2:55,0.8,127.4,84.42,69,69,3.96
342,Mackenzie,CA,12/24/2020 3:00,55.3,-123.17,26.6,79,90,9.17
343,Katsuura,JP,12/24/2020 3:00,35.13,140.3,59,30,75,29.97
344,Herat,AF,12/24/2020 3:00,34.5,62,32,61,0,4.52
345,Emerald,AU,12/24/2020 3:00,-23.53,148.17,86,58,90,16.11
346,Polunochnoye,RU,12/24/2020 3:00,60.87,60.42,-16.74,87,99,7.67
347,Sao Felix Do Xingu,BR,12/24/2020 3:00,-6.64,-51.99,72.9,92,98,1.74
348,Saldanha,ZA,12/24/2020 3:00,-33.01,17.94,62.6,82,53,1.12
349,Mattru,SL,12/24/2020 3:00,7.62,-11.83,73.42,94,2,2.04
350,Antofagasta,CL,12/24/2020 3:00,-23.65,-70.4,66.2,77,90,9.17
351,Taltal,CL,12/24/2020 3:00,-25.4,-70.48,60.69,77,21,0.25
352,Adrar,MR,12/24/2020 3:00,20.5,-10.07,55.24,40,0,9.95
353,Husavik,IS,12/24/2020 3:00,66.04,-17.34,33.8,64,0,9.17
354,Port Lincoln,AU,12/24/2020 3:00,-34.73,135.87,64.15,65,84,11.97
355,Lata,PT,12/24/2020 3:00,40.16,-8.33,46.99,87,40,4.7
356,Pangody,RU,12/24/2020 3:00,65.85,74.49,-41.96,80,54,7.38
357,Dondo,MZ,12/24/2020 3:00,-19.61,34.74,78.8,94,20,9.17
358,Taoudenni,ML,12/24/2020 3:00,22.68,-3.98,56.95,47,0,12.12
359,Vigrestad,NO,12/24/2020 3:00,58.57,5.7,37.4,86,0,13.87
360,Mudgee,AU,12/24/2020 3:00,-32.59,149.59,79,47,40,4.7
361,Turukhansk,RU,12/24/2020 3:00,65.82,87.98,-37.28,78,0,3.51
362,Vao,NC,12/24/2020 3:00,-22.67,167.48,76.93,69,46,6.76
363,Morehead,US,12/24/2020 3:00,37.27,-87.18,53.6,71,90,20.8
364,Kikwit,CD,12/24/2020 3:00,-5.04,18.82,70.34,90,100,0.47
365,Oda,JP,12/24/2020 3:00,35.18,132.5,51.8,66,75,16.11
366,Monrovia,LR,12/24/2020 3:00,6.3,-10.8,78.64,85,29,6.98
367,Tarakan,ID,12/24/2020 3:00,3.3,117.63,81.03,78,100,3.67
368,San Quintin,MX,12/24/2020 3:00,30.48,-115.95,62.06,53,100,3.38
369,Beira,MZ,12/24/2020 3:00,-19.84,34.84,78.8,94,20,9.17
370,Colesberg,ZA,12/24/2020 3:00,-30.72,25.1,60.04,82,0,9.91
371,Penzance,GB,12/24/2020 3:00,50.12,-5.54,46.4,81,98,27.51
372,Bayburt,TR,12/24/2020 3:00,40.26,40.23,14.74,93,91,2.46
373,Upernavik,GL,12/24/2020 3:00,72.79,-56.15,10.11,95,100,12.19
374,Bria,CF,12/24/2020 3:00,6.54,21.99,74.25,35,64,2.8
375,Souris,CA,12/24/2020 3:00,49.62,-100.26,-11.2,69,5,5.82
376,Jalingo,NG,12/24/2020 3:00,8.88,11.37,73.71,27,41,1.86
377,Novyy Urengoy,RU,12/24/2020 3:00,66.08,76.63,-44.09,79,47,6.89
378,Krasnyy Bogatyr,RU,12/24/2020 3:00,56.01,41.13,11.12,95,97,9.71
379,Cayenne,GF,12/24/2020 2:57,4.93,-52.33,78.8,88,90,2.24
380,Kongwa,TZ,12/24/2020 3:00,-6.2,36.42,64.38,93,14,1.3
381,Fare,PF,12/24/2020 3:00,-16.7,-151.02,81.16,76,76,12.1
382,Avera,US,12/24/2020 3:00,33.19,-82.53,57.2,93,1,6.93
383,Mayor Pablo Lagerenza,PY,12/24/2020 3:00,-19.93,-60.77,80.6,65,31,4.9
384,Marsabit,KE,12/24/2020 3:00,2.33,37.99,65.57,79,64,7.78
385,Visnes,NO,12/24/2020 3:00,59.36,5.22,39.2,73,9,21.92
386,Petropavlovsk-Kamchatskiy,RU,12/24/2020 3:00,53.05,158.65,12.2,66,75,4.47
387,Januaria,BR,12/24/2020 3:00,-15.48,-44.37,70.38,86,81,0.63
388,Vzmorye,RU,12/24/2020 3:00,54.7,20.24,37.4,93,75,6.71
389,San Patricio,US,12/24/2020 3:00,28.02,-97.52,68,94,40,6.53
390,East Wenatchee Bench,US,12/24/2020 3:00,47.43,-120.28,30,74,1,3.36
391,Brae,GB,12/24/2020 3:00,60.4,-1.35,33.8,74,59,13.87
392,Belmonte,BR,12/24/2020 3:00,-15.86,-38.88,77,83,75,3.36
393,Yuancheng,CN,12/24/2020 3:00,36.65,107.79,24.44,75,0,2.59
394,Hithadhoo,MV,12/24/2020 3:00,-0.6,73.08,81.27,76,64,11.74
395,Karacabey,TR,12/24/2020 2:56,40.22,28.4,43,59,4,2.59
396,Vaitape,PF,12/24/2020 3:00,-16.52,-151.75,81.66,74,58,11.3
397,Nanchang,CN,12/24/2020 2:59,28.68,115.88,54.73,50,0,10.16
398,Bengkulu,ID,12/24/2020 2:58,-3.8,102.27,84.65,61,95,3.58
399,Ardmore,US,12/24/2020 3:00,34.17,-97.14,37.4,51,1,17.22
400,Muli,MV,12/24/2020 3:00,2.92,73.57,81.5,70,100,3.53
401,Murgab,TM,12/24/2020 3:00,37.5,61.97,32,59,100,6.93
402,Severnyy,RU,12/24/2020 3:00,50.68,36.55,23,92,90,6.71
403,Portland,US,12/24/2020 2:57,45.52,-122.68,44.01,75,1,3.36
404,Zamberk,CZ,12/24/2020 3:00,50.09,16.47,51.01,90,100,8.88
405,Capitan Meza,PY,12/24/2020 3:00,-27.02,-55.57,66.24,58,0,1.36
406,Ha Giang,VN,12/24/2020 3:00,22.83,104.98,66.2,59,97,0.89
407,Aksarka,RU,12/24/2020 3:00,66.56,67.8,-34.31,83,42,8.41
408,Leningradskiy,RU,12/24/2020 3:00,69.38,178.42,2.79,93,100,6.69
409,Aguimes,ES,12/24/2020 3:00,27.91,-15.45,68,72,0,4.7
410,Jingdezhen,CN,12/24/2020 3:00,29.29,117.21,55.44,54,0,4.97
411,Kodinsk,RU,12/24/2020 3:00,58.69,99.18,-20.67,84,100,2.21
412,Ghatanji,IN,12/24/2020 3:00,20.13,78.32,63.95,36,0,4.5
413,Ndele,CF,12/24/2020 3:00,8.41,20.65,72.34,35,100,4.29
414,Touros,BR,12/24/2020 3:00,-5.2,-35.46,78.8,78,40,8.05
415,Korla,CN,12/24/2020 3:00,41.76,86.15,19.96,88,0,2.75
416,Punta De Bombon,PE,12/24/2020 3:00,-17.17,-71.79,68.83,81,98,5.68
417,Katangli,RU,12/24/2020 3:00,51.71,143.23,-1.91,77,15,5.61
418,Hoi An,VN,12/24/2020 2:59,15.88,108.33,75.2,69,75,4.7
419,George Town,MY,12/24/2020 3:00,5.41,100.34,84.2,83,20,2.24
420,Dicabisagan,PH,12/24/2020 3:00,17.08,122.42,84.38,66,37,2.28
421,Marawi,PH,12/24/2020 3:00,8,124.29,82.99,78,68,5.01
422,Pimenta Bueno,BR,12/24/2020 2:56,-11.67,-61.19,73.67,92,100,1.86
423,Coahuayana,MX,12/24/2020 3:00,18.73,-103.68,72.25,60,0,2.01
424,Falmouth,GB,12/24/2020 3:00,50.15,-5.07,46.4,81,95,27.51
425,Saint-Pierre,RE,12/24/2020 3:00,-21.34,55.48,77,73,20,6.93
426,Williston,US,12/24/2020 3:00,48.15,-103.62,12.99,91,1,5.82
427,Tucuman,AR,12/24/2020 3:00,-26.82,-65.22,84.2,54,0,4.7
428,Aktanysh,RU,12/24/2020 3:00,55.72,54.08,4.28,94,98,6.67
429,Ravar,IR,12/24/2020 3:00,31.27,56.81,46.42,49,74,4
430,Sabang,ID,12/24/2020 3:00,5.89,95.32,80.53,77,95,12.06
431,Tessalit,ML,12/24/2020 3:01,20.2,1.01,58.06,35,52,10.54
432,Falam,MM,12/24/2020 3:01,22.92,93.68,58.41,73,0,2.33
433,Salinas,US,12/24/2020 2:56,36.68,-121.66,55.4,47,1,3.36
434,Gari,RU,12/24/2020 2:59,59.43,62.35,-7.08,90,100,9.46
435,Zhigansk,RU,12/24/2020 3:01,66.77,123.37,-46.34,78,60,1.72
436,Kruisfontein,ZA,12/24/2020 3:01,-34,24.73,63,90,100,1.01
437,Rondonopolis,BR,12/24/2020 3:01,-16.47,-54.64,75.51,89,100,2.33
438,Pacific Grove,US,12/24/2020 2:58,36.62,-121.92,53.01,61,1,3.36
439,Lahan,NP,12/24/2020 3:01,26.73,86.5,66.34,48,26,1.79
440,Vredendal,ZA,12/24/2020 3:01,-31.67,18.5,59,95,34,2.86
441,Sao Jose Da Coroa Grande,BR,12/24/2020 3:01,-8.9,-35.15,76.75,81,99,7.61
442,Manggar,ID,12/24/2020 3:01,-2.88,108.27,81.59,78,94,3.31
443,Jalu,LY,12/24/2020 3:01,29.03,21.55,51.06,82,0,5.55
444,Giyani,ZA,12/24/2020 3:01,-23.3,30.72,75.27,92,85,9.95
445,Jamame,SO,12/24/2020 3:01,0.07,42.75,75.42,91,48,5.46
446,George,ZA,12/24/2020 3:01,-33.96,22.46,59,100,98,4.7
447,Hervey Bay,AU,12/24/2020 3:01,-25.3,152.85,84,58,100,5.01
448,Chake Chake,TZ,12/24/2020 3:01,-5.25,39.77,77.74,85,94,5.53
449,Srednekolymsk,RU,12/24/2020 3:01,67.45,153.68,-13.52,89,100,16.53
450,Thinadhoo,MV,12/24/2020 3:01,0.53,72.93,81.46,71,97,8.34
451,Praya,CV,12/24/2020 3:01,14.92,-23.51,68,77,40,6.93
452,Turka,UA,12/24/2020 3:01,49.15,23.03,39.99,88,100,12.26
453,Batticaloa,LK,12/24/2020 3:01,7.71,81.69,79.5,82,56,12.53
454,Kopayhorod,UA,12/24/2020 3:01,48.86,27.8,33.01,94,63,4.79
455,Winkler,CA,12/24/2020 3:01,49.18,-97.94,-5.8,53,21,11.41
456,Kawambwa,ZM,12/24/2020 3:01,-9.79,29.08,63.18,97,86,2.37
457,Berlevag,NO,12/24/2020 3:01,70.86,29.09,33.28,91,100,19.82
458,Romitan,UZ,12/24/2020 3:01,39.93,64.38,26.6,92,100,6.93
459,Benavente,ES,12/24/2020 3:01,42,-5.68,32,79,0,4.7
460,Pontes E Lacerda,BR,12/24/2020 3:01,-15.23,-59.34,73.94,93,99,1.68
461,Bowen,AU,12/24/2020 3:01,-20.02,148.23,84.2,70,90,13.87
462,Moengo,SR,12/24/2020 3:01,5.62,-54.4,73.98,97,100,2.73
463,Maku,IR,12/24/2020 3:01,39.29,44.45,24.57,89,94,4.68
464,Dalaba,GN,12/24/2020 3:01,10.7,-12.25,60.69,35,73,0.51
465,Baniachang,BD,12/24/2020 3:01,24.52,91.37,66.74,64,0,4.56
466,Borovo,HR,12/24/2020 3:01,45.38,18.97,42.8,87,0,9.17
467,Topolobampo,MX,12/24/2020 3:01,25.6,-109.05,64.4,59,75,11.41
468,Olavarria,AR,12/24/2020 3:01,-36.89,-60.32,77,41,17,5.99
469,Virginia Beach,US,12/24/2020 2:59,36.85,-75.98,50,71,90,6.93
470,Seynod,FR,12/24/2020 3:01,45.89,6.09,51.01,87,100,12.75
471,Naryan-Mar,RU,12/24/2020 3:01,67.67,53.09,-25.22,82,0,6.58
472,Ostrovnoy,RU,12/24/2020 3:01,68.05,39.51,17.82,94,100,30.11
473,Beawar,IN,12/24/2020 3:01,26.1,74.32,57.13,42,0,8.9
474,Bacolod,PH,12/24/2020 2:57,10.67,122.95,85.35,68,40,11.97
475,Amazar,RU,12/24/2020 3:01,53.86,120.88,-5.89,82,97,2.08
476,Raga,SS,12/24/2020 3:01,8.46,25.68,67.93,36,27,3.04
477,Tuatapere,NZ,12/24/2020 3:01,-46.13,167.68,59,72,17,15.99
478,Axim,GH,12/24/2020 3:01,4.87,-2.24,78.3,87,56,6.51
479,Outlook,CA,12/24/2020 3:01,51.5,-107.05,10.4,77,41,10.29
480,Trairi,BR,12/24/2020 3:01,-3.28,-39.27,78.35,80,100,9.89
481,Jackson,US,12/24/2020 2:57,42.42,-122.83,39.2,64,1,4.7
482,Nishihara,JP,12/24/2020 3:01,26.18,127.76,71.6,83,75,8.05
483,Itaqui,BR,12/24/2020 3:01,-29.13,-56.55,70.48,46,0,9.13
484,Ciudad Bolivar,VE,12/24/2020 3:01,8.12,-63.55,76.28,84,78,11.07
485,Upington,ZA,12/24/2020 3:01,-28.45,21.26,66.2,45,0,5.82
486,Kudahuvadhoo,MV,12/24/2020 3:01,2.67,72.89,81.34,72,100,4.83
487,Saint-Georges,GD,12/24/2020 2:57,12.06,-61.75,78.8,83,20,12.75
488,Portsmouth,GB,12/24/2020 3:00,50.8,-1.09,45,86,100,27.81
489,Ancud,CL,12/24/2020 3:01,-41.87,-73.82,57.99,100,75,12.75
490,Bardiyah,LY,12/24/2020 3:01,31.76,25.09,58.75,79,43,9.48
491,Yerbogachen,RU,12/24/2020 3:01,61.28,108.01,-28.43,84,94,4.05
492,Marsa Matruh,EG,12/24/2020 3:01,31.35,27.25,60.8,63,0,6.93
493,Henties Bay,NA,12/24/2020 3:01,-22.12,14.28,63,90,15,2.91
494,Atambua,ID,12/24/2020 3:01,-9.11,124.89,82.69,69,11,3.42
495,Beyneu,KZ,12/24/2020 3:01,45.32,55.2,13.01,92,0,9.08
496,Omaruru,NA,12/24/2020 3:01,-21.43,15.93,68.27,47,97,4.45
497,Manicore,BR,12/24/2020 3:01,-5.81,-61.3,75.97,88,100,1.23
498,Magadan,RU,12/24/2020 3:01,59.57,150.8,-16.47,82,88,10.63
499,Alugan,PH,12/24/2020 3:01,12.22,125.48,83.19,75,84,5.57
500,Lagos,NG,12/24/2020 2:57,6.58,3.75,80.6,88,20,1.03
501,Betlitsa,RU,12/24/2020 3:01,54.01,33.96,23.63,98,98,7.2
502,Ucluelet,CA,12/24/2020 3:01,48.93,-125.55,37.99,85,35,9.82
503,Ginda,IN,12/24/2020 3:01,30.69,78.49,46.67,37,0,5.86
504,Constitucion,CL,12/24/2020 3:01,-35.33,-72.42,56.5,78,0,15.43
505,Can,TR,12/24/2020 3:01,40.03,27.05,44.6,81,40,8.05
506,Puerto Narino,CO,12/24/2020 3:01,-3.77,-70.38,78.8,100,75,2.24
507,Noumea,NC,12/24/2020 3:01,-22.28,166.46,91.4,49,0,8.05
508,Tansen,NP,12/24/2020 3:01,27.87,83.55,53.2,60,86,1.03
509,Aleksandrovka,UA,12/24/2020 3:01,46.84,32.76,28.4,100,90,13.42
510,Chapais,CA,12/24/2020 3:01,49.78,-74.85,12.2,92,90,12.75
511,Laguna,US,12/24/2020 3:00,38.42,-121.42,44.6,81,1,3.36
512,Bereda,ES,12/24/2020 3:01,43.27,-7.54,37.99,100,29,1.99
513,Moindou,NC,12/24/2020 3:01,-21.69,165.68,91.4,49,0,8.05
514,Sarahan,IN,12/24/2020 3:01,31.52,77.8,36.14,55,37,9.42
515,Palasa,IN,12/24/2020 3:01,18.77,84.42,71.11,51,0,1.19
516,Veraval,IN,12/24/2020 3:01,20.9,70.37,69.49,38,0,10.8
517,Bahia Blanca,AR,12/24/2020 3:01,-38.72,-62.27,75.69,55,0,8.75
518,Agadir,MA,12/24/2020 3:01,30.42,-9.6,48.2,81,0,3.36
519,Karabash,RU,12/24/2020 3:01,55.48,60.22,11.61,93,44,7.61
520,Sorong,ID,12/24/2020 2:59,-0.88,131.25,84.52,71,82,1.34
521,Hami,CN,12/24/2020 3:01,42.8,93.45,18.88,76,0,4.23
522,Bara,NG,12/24/2020 3:01,10.37,10.73,67.71,26,0,6.04
523,Poum,NC,12/24/2020 3:01,-20.23,164.02,79.81,76,64,4.68
524,At-Bashi,KG,12/24/2020 3:01,41.17,75.81,6.46,65,29,0.67
525,San Jose,US,12/24/2020 2:57,37.34,-121.89,52,40,75,4.7
526,Kota Kinabalu,MY,12/24/2020 3:00,5.97,116.07,87.8,70,20,3.36
527,Mangrol,IN,12/24/2020 3:01,21.12,70.12,67.59,39,0,10.76
528,Shelburne,CA,12/24/2020 3:00,44.08,-80.2,39.99,81,100,22.24
529,Hamilton,US,12/24/2020 2:56,39.18,-84.53,53.01,53,90,18.34
530,Oktyabrskiy,RU,12/24/2020 2:58,54.48,53.47,3.51,94,96,3.91
531,Hauterive,FR,12/24/2020 3:01,46.09,3.45,50,57,90,8.05
532,Yatou,CN,12/24/2020 3:01,37.15,122.38,39.22,67,5,13.47
533,Somoto,NI,12/24/2020 3:01,13.48,-86.58,66.07,87,0,5.19
534,Pisco,PE,12/24/2020 3:01,-13.7,-76.22,68,82,0,16.11
535,Daru,PG,12/24/2020 3:01,-9.08,143.21,87.33,64,99,1.72
536,Shache,CN,12/24/2020 3:01,38.42,77.24,19.04,89,100,3.29
537,Maneadero,MX,12/24/2020 3:01,31.72,-116.57,55.99,88,100,1.01
538,Khandbari,NP,12/24/2020 3:01,27.37,87.2,61.74,37,21,1.48
539,Vodyane,UA,12/24/2020 3:01,47.49,34.49,26.92,94,99,7.29
540,Faya,SA,12/24/2020 3:01,18.39,42.45,53.6,100,12,1.03
541,Shush,IR,12/24/2020 2:58,32.19,48.24,58.21,63,96,5.57
542,Nilagiri,IN,12/24/2020 3:01,21.46,86.77,66.56,38,5,6.24
543,Cururupu,BR,12/24/2020 3:01,-1.83,-44.87,76.8,88,82,3.36
544,The Valley,AI,12/24/2020 3:01,18.22,-63.06,78.8,78,75,12.75
545,Colgong,IN,12/24/2020 3:01,25.27,87.22,64.72,49,0,4.27
546,Beruwala,LK,12/24/2020 3:01,6.48,79.98,77.81,84,84,6.51
547,Coari,BR,12/24/2020 2:56,-4.08,-63.14,75.27,96,100,1.83
548,Margate,GB,12/24/2020 3:01,51.38,1.39,46,79,93,11.99
549,Skibbereen,IE,12/24/2020 3:01,51.55,-9.27,37.4,86,20,16.11
550,Suluq,LY,12/24/2020 2:56,31.67,20.25,54.9,80,6,2.08
551,Yumen,CN,12/24/2020 3:01,40.28,97.2,20.89,67,0,1.25
552,Masuguru,TZ,12/24/2020 3:01,-11.37,38.42,74.82,89,100,3.6
553,Port Hedland,AU,12/24/2020 3:01,-20.32,118.57,100.4,18,50,12.75
554,Szany,HU,12/24/2020 3:01,47.46,17.3,48.2,81,0,11.41
555,Crestview,US,12/24/2020 3:01,30.76,-86.57,62.6,67,75,5.82
556,Flin Flon,CA,12/24/2020 3:01,54.77,-101.86,-20.65,86,0,3.74
557,Pangai,TO,12/24/2020 3:01,-19.8,-174.35,84.2,83,40,8.05
558,Razdolinsk,RU,12/24/2020 3:01,58.42,94.67,-27.85,84,11,5.06
559,Aykhal,RU,12/24/2020 3:01,66,111.5,-47.2,57,0,4.47
560,Derzhavinsk,KZ,12/24/2020 3:01,51.1,66.32,3.74,94,97,9.44
561,Chipinge,ZW,12/24/2020 3:01,-20.19,32.62,69.12,76,100,4.61
562,Chopovychi,UA,12/24/2020 3:01,50.83,28.95,33.98,96,86,3.2
563,Makamba,BI,12/24/2020 3:01,-4.13,29.8,62.19,85,86,1.59
564,Ouadda,CF,12/24/2020 3:01,8.08,22.4,70.83,31,19,4.45
565,Areosa,PT,12/24/2020 3:01,41.72,-8.86,46,93,0,2.24
566,Bolobo,CD,12/24/2020 3:01,-2.17,16.23,72.41,88,95,2.77
567,Asau,RO,12/24/2020 3:01,46.43,26.4,39.99,85,100,5.86
568,Huicungo,PE,12/24/2020 3:01,-7.28,-76.8,70.86,94,100,1.52
569,Hellvik,NO,12/24/2020 3:01,59.92,5.78,37,84,17,4
570,Souillac,MU,12/24/2020 3:01,-20.52,57.52,77,83,75,12.75
571,Klamath Falls,US,12/24/2020 3:01,42.22,-121.78,32,68,1,3.36
572,Greenville,US,12/24/2020 3:01,35.61,-77.37,48.2,76,1,4.7
573,Cairns,AU,12/24/2020 3:01,-16.92,145.77,91,66,40,9.17
574,Port Macquarie,AU,12/24/2020 3:00,-31.43,152.92,75.99,61,100,1.99
575,Yelnya,RU,12/24/2020 3:01,54.58,33.18,25.59,98,100,8.12
